t_ms,dt_ms,rate,mcs,nss,bw,snr_db,collision,sr,tpt_mbps,best_tpt_mbps,mode,state
6471.4,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.300,557.9,2039.9,search,STAY
6471.6,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2039.9,search,STAY
6471.7,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2039.9,search,STAY
6471.8,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2039.9,search,STAY
6472.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2040.0,search,STAY
6472.1,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.0,search,STAY
6472.2,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2040.0,search,STAY
6472.4,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.0,search,STAY
6472.5,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2040.1,search,STAY
6472.6,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.1,search,STAY
6472.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2040.1,search,STAY
6472.9,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.2,search,STAY
6473.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2040.2,search,STAY
6473.2,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.2,search,STAY
6473.3,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2040.2,search,STAY
6473.4,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.3,search,STAY
6473.6,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.350,650.9,2040.3,search,STAY
6473.7,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.3,search,STAY
6473.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.8,0.00,0.400,743.9,2040.3,search,STAY
6474.0,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.8,0.00,1.000,1735.4,2040.4,search,STAY
6474.1,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.9,0.00,0.400,743.9,2040.4,search,STAY
6474.2,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.9,0.00,1.000,1735.4,2040.4,search,STAY
6474.4,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.9,0.00,0.400,743.9,2040.5,search,STAY
6474.5,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.9,0.00,1.000,1735.4,2040.5,search,STAY
6474.6,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.9,0.00,0.400,743.9,2040.5,search,STAY
6474.8,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.9,0.00,1.000,1735.4,2040.5,search,STAY
6474.9,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.9,0.00,0.400,743.9,2040.6,search,STAY
6475.0,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.9,0.00,1.000,1735.4,2040.6,search,STAY
6475.2,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,31.9,0.00,0.400,743.9,2040.6,search,STAY
6475.3,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,31.9,0.00,1.000,1735.4,2040.6,search,STAY
6475.5,0.26,MCS12·SISO·160MHz·3.2us,12,1,160,31.9,0.00,1.000,929.9,2040.7,search,SEARCH
6475.7,0.26,MCS12·MIMO·80MHz·3.2us,12,2,80,31.9,0.00,0.000,0.0,2040.7,search,SEARCH
6476.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,31.9,0.00,0.000,0.0,2040.8,search,SEARCH
6476.1,12.90,MCS12·MIMO·160MHz·3.2us,12,2,160,31.9,0.00,0.439,816.5,2040.8,dwell,STAY
6489.0,0.28,MCS11·SISO·160MHz·3.2us,11,1,160,32.2,0.00,1.000,867.7,2039.8,search,SEARCH
6489.3,0.28,MCS11·MIMO·80MHz·3.2us,11,2,80,32.2,0.00,1.000,867.7,2039.7,search,SEARCH
6489.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.2,0.00,1.000,2041.6,2039.7,search,SEARCH
6489.7,11.76,MCS11·MIMO·160MHz·0.8us,11,2,160,32.2,0.00,0.999,2039.6,2039.6,dwell,STAY
6501.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.5,0.00,0.750,1641.0,2037.8,search,STAY
6501.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.5,0.00,1.000,2041.6,2037.8,search,STAY
6501.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.5,0.00,0.750,1641.0,2037.9,search,STAY
6501.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.5,0.00,1.000,2041.6,2037.9,search,STAY
6501.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.5,0.00,0.750,1641.0,2037.9,search,STAY
6502.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.5,0.00,1.000,2041.6,2037.9,search,STAY
6502.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.750,1641.0,2037.9,search,STAY
6502.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.0,search,STAY
6502.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.750,1641.0,2038.0,search,STAY
6502.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.0,search,STAY
6502.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.750,1641.0,2038.0,search,STAY
6502.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.1,search,STAY
6502.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.750,1641.0,2038.1,search,STAY
6502.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.1,search,STAY
6503.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.750,1641.0,2038.1,search,STAY
6503.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.2,search,STAY
6503.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.750,1641.0,2038.2,search,STAY
6503.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.2,search,STAY
6503.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.2,search,STAY
6503.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.2,search,STAY
6503.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.3,search,STAY
6503.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.3,search,STAY
6503.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.3,search,STAY
6504.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.3,search,STAY
6504.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.4,search,STAY
6504.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.4,search,STAY
6504.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.4,search,STAY
6504.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.4,search,STAY
6504.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.5,search,STAY
6504.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.5,search,STAY
6504.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.5,search,STAY
6504.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.5,search,STAY
6505.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.5,search,STAY
6505.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.6,search,STAY
6505.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.6,search,STAY
6505.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.6,search,STAY
6505.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.6,search,STAY
6505.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.7,search,STAY
6505.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.7,search,STAY
6505.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.6,0.00,1.000,2041.6,2038.7,search,STAY
6506.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.6,0.00,0.800,1750.4,2038.7,search,STAY
6506.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2038.8,search,STAY
6506.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.800,1750.4,2038.8,search,STAY
6506.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2038.8,search,STAY
6506.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.800,1750.4,2038.8,search,STAY
6506.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2038.8,search,STAY
6506.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.800,1750.4,2038.9,search,STAY
6506.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2038.9,search,STAY
6506.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.800,1750.4,2038.9,search,STAY
6507.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2038.9,search,STAY
6507.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.800,1750.4,2039.0,search,STAY
6507.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.0,search,STAY
6507.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.800,1750.4,2039.0,search,STAY
6507.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.0,search,STAY
6507.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.1,search,STAY
6507.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.1,search,STAY
6507.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.1,search,STAY
6507.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.1,search,STAY
6508.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.1,search,STAY
6508.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.2,search,STAY
6508.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.2,search,STAY
6508.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.2,search,STAY
6508.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.2,search,STAY
6508.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.3,search,STAY
6508.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.3,search,STAY
6508.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.3,search,STAY
6508.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.3,search,STAY
6509.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.4,search,STAY
6509.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.4,search,STAY
6509.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.4,search,STAY
6509.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.4,search,STAY
6509.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.5,search,STAY
6509.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.5,search,STAY
6509.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.5,search,STAY
6509.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.7,0.00,0.850,1859.8,2039.5,search,STAY
6509.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.7,0.00,1.000,2041.6,2039.5,search,STAY
6510.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.6,search,STAY
6510.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.6,search,STAY
6510.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.6,search,STAY
6510.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.6,search,STAY
6510.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.7,search,STAY
6510.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.7,search,STAY
6510.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.7,search,STAY
6510.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.7,search,STAY
6511.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.8,search,STAY
6511.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.8,search,STAY
6511.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.8,search,STAY
6511.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.8,search,STAY
6511.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.8,search,STAY
6511.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.9,search,STAY
6511.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.850,1859.8,2039.9,search,STAY
6511.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2039.9,search,STAY
6511.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2039.9,search,STAY
6512.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.0,search,STAY
6512.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.0,search,STAY
6512.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.0,search,STAY
6512.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.0,search,STAY
6512.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.1,search,STAY
6512.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.1,search,STAY
6512.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.1,search,STAY
6512.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.1,search,STAY
6512.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.1,search,STAY
6513.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.2,search,STAY
6513.1,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.2,search,STAY
6513.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.2,search,STAY
6513.3,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.2,search,STAY
6513.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.3,search,STAY
6513.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.3,search,STAY
6513.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.3,search,STAY
6513.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.8,0.00,1.000,2041.6,2040.3,search,STAY
6513.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.8,0.00,0.900,1969.2,2040.4,search,STAY
6514.0,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.4,search,STAY
6514.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.4,search,STAY
6514.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.4,search,STAY
6514.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.4,search,STAY
6514.5,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.5,search,STAY
6514.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.5,search,STAY
6514.7,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.5,search,STAY
6514.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.5,search,STAY
6514.9,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.6,search,STAY
6515.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.6,search,STAY
6515.2,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.6,search,STAY
6515.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.6,search,STAY
6515.4,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.7,search,STAY
6515.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.7,search,STAY
6515.6,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.7,search,STAY
6515.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.900,1969.2,2040.7,search,STAY
6515.8,0.12,MCS11·MIMO·160MHz·0.8us,11,2,160,32.9,0.00,1.000,2041.6,2040.7,search,STAY
6516.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.950,2078.6,2040.8,search,STAY
6516.1,10.97,MCS12·MIMO·160MHz·0.8us,12,2,160,32.9,0.00,0.927,2029.4,2040.8,dwell,STAY
6527.0,0.22,MCS12·SISO·160MHz·0.8us,12,1,160,33.2,0.00,1.000,1094.0,2152.5,search,SEARCH
6527.2,0.22,MCS12·MIMO·80MHz·0.8us,12,2,80,33.2,0.00,0.150,164.1,2153.1,search,SEARCH
6527.5,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,33.2,0.00,1.000,1859.8,2153.7,search,SEARCH
6527.6,10.97,MCS12·MIMO·160MHz·0.8us,12,2,160,33.2,0.00,0.985,2154.1,2154.1,dwell,STAY
6538.6,10.97,MCS12·MIMO·160MHz·0.8us,12,2,160,33.5,0.00,0.998,2183.6,2184.1,dwell,STAY
6549.5,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.7,0.00,0.000,0.0,2188.0,search,STAY
6549.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.7,0.00,1.000,2188.0,2188.0,search,STAY
6549.7,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.7,0.00,0.000,0.0,2188.0,search,STAY
6549.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.7,0.00,1.000,2188.0,2188.0,search,STAY
6550.0,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.7,0.00,0.000,0.0,2188.0,search,STAY
6550.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6550.2,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6550.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6550.4,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6550.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6550.6,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6550.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6550.8,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6550.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6551.0,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6551.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6551.2,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6551.3,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6551.4,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6551.5,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6551.6,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6551.7,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6551.8,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6551.9,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6552.0,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6552.1,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6552.3,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6552.4,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6552.5,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6552.6,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6552.7,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6552.8,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6552.9,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6553.0,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6553.1,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6553.2,0.11,MCS12·MIMO·160MHz·0.8us,12,2,160,33.8,0.00,1.000,2188.0,2188.0,search,STAY
6553.3,0.10,MCS13·MIMO·160MHz·0.8us,13,2,160,33.8,0.00,0.000,0.0,2188.0,search,STAY
6553.4,0.22,MCS12·SISO·160MHz·0.8us,12,1,160,33.8,0.00,1.000,1094.0,2188.0,search,SEARCH
6553.6,0.22,MCS12·MIMO·80MHz·0.8us,12,2,80,33.8,0.00,0.800,875.2,2188.0,search,SEARCH
6553.8,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,33.8,0.00,1.000,1859.8,2188.0,search,SEARCH
6554.0,12.90,MCS12·MIMO·160MHz·3.2us,12,2,160,33.8,0.00,1.000,1859.8,2188.0,dwell,STAY
6566.9,0.14,MCS11·MIMO·160MHz·3.2us,11,2,160,34.2,0.00,1.000,1735.4,2188.0,search,STAY
6567.0,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,34.2,0.00,1.000,1859.8,2188.0,search,STAY
6567.1,12.90,MCS12·MIMO·160MHz·3.2us,12,2,160,34.2,0.00,1.000,1859.8,2188.0,dwell,STAY
6580.0,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,34.5,0.00,0.600,1232.2,2188.0,search,STAY
6580.2,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,34.5,0.00,1.000,1859.8,2188.0,search,STAY
6580.3,0.12,MCS13·MIMO·160MHz·3.2us,13,2,160,34.5,0.00,0.600,1232.2,2188.0,search,STAY
6580.4,0.13,MCS12·MIMO·160MHz·3.2us,12,2,160,34.5,0.00,1.000,1859.8,2188.0,search,STAY
